,state,gender,median_home_val,median_household_income,ic2,ic3,ic4,avggift
1830,MO,F,915.0,377.0,432.0,445.0,492.0,10.33333333
1831,OR,F,1163.0,617.0,631.0,633.0,655.0,
1832,GA,F,717.0,339.0,388.0,381.0,,12.5
1833,NC,F,405.0,187.0,182.0,216.0,214.0,11.33333333
1834,GA,M,1025.0,425.0,493.0,470.0,519.0,13.0
1835,WI,F,438.0,342.0,360.0,339.0,373.0,4.545454546
1836,MS,M,1449.0,,783.0,720.0,791.0,
1837,MS,M,440.0,,,315.0,,4.705882353
1838,CA,F,1812.0,,,435.0,464.0,4.615384615
1839,OR,M,779.0,215.0,223.0,,262.0,4.037037037
1840,GA,M,928.0,243.0,310.0,396.0,472.0,17.5
1841,WI,F,660.0,308.0,326.0,351.0,370.0,9.111111111
1842,WA,M,732.0,411.0,425.0,434.0,445.0,16.28571429
1843,IN,F,225.0,191.0,198.0,185.0,226.0,3.15
1844,MI,F,376.0,253.0,,281.0,321.0,4.555555556
1845,GA,F,920.0,323.0,375.0,404.0,449.0,17.375
1846,OR,F,700.0,360.0,390.0,394.0,424.0,15.77777778
1847,MI,M,764.0,221.0,385.0,305.0,458.0,3.966666667
1848,,M,738.0,458.0,509.0,479.0,503.0,
1849,GA,F,821.0,361.0,413.0,407.0,442.0,20.33333333
1850,SC,M,475.0,285.0,302.0,275.0,301.0,25.0
1851,CA,F,1392.0,343.0,381.0,484.0,516.0,15.0
1852,CA,F,956.0,205.0,272.0,272.0,325.0,
1853,CA,,2341.0,311.0,469.0,427.0,502.0,8.0
1854,,M,1009.0,557.0,562.0,615.0,619.0,5.333333333
1855,MS,F,398.0,243.0,277.0,270.0,,9.5
1856,IN,M,448.0,,291.0,274.0,,5.578947368
1857,IN,M,522.0,280.0,293.0,323.0,334.0,13.41666667
1858,CA,F,1444.0,439.0,441.0,475.0,485.0,6.8
1859,,,462.0,214.0,266.0,274.0,311.0,10.0
1860,FL,M,514.0,222.0,258.0,268.0,298.0,15.0
1861,,F,774.0,360.0,367.0,392.0,396.0,5.888888889
1862,AZ,F,1436.0,298.0,,395.0,466.0,7.571428571
1863,CA,M,633.0,269.0,,291.0,,25.0
1864,CA,F,1869.0,559.0,560.0,577.0,600.0,
1865,,M,1213.0,363.0,416.0,436.0,493.0,12.46076923
1866,TX,F,271.0,114.0,180.0,168.0,258.0,13.6
1867,FL,,740.0,314.0,318.0,348.0,348.0,15.0
1868,AL,M,714.0,324.0,463.0,383.0,463.0,4.571428571
1869,,F,457.0,259.0,323.0,308.0,370.0,6.8
1870,IL,,568.0,220.0,279.0,282.0,353.0,
1871,,M,480.0,173.0,214.0,214.0,235.0,9.714285714
1872,LA,F,1381.0,631.0,672.0,718.0,776.0,15.0
1873,,M,863.0,274.0,325.0,368.0,446.0,68.8
1874,FL,F,837.0,321.0,341.0,397.0,,11.47619048
1875,CA,F,1429.0,,253.0,315.0,329.0,12.0
1876,,M,1637.0,345.0,405.0,403.0,454.0,11.625
1877,MI,,1559.0,557.0,621.0,604.0,666.0,20.0
1878,MI,F,835.0,473.0,497.0,477.0,507.0,9.375
1879,CA,F,1259.0,389.0,396.0,434.0,458.0,13.16666667
1880,LA,F,599.0,271.0,335.0,302.0,352.0,13.73333333
1881,,M,2123.0,,480.0,517.0,,24.11538462
1882,FL,F,1503.0,396.0,572.0,519.0,,
1883,AR,F,576.0,284.0,311.0,326.0,351.0,12.4
1884,MI,F,922.0,448.0,481.0,504.0,526.0,10.5
1885,WA,M,1598.0,510.0,514.0,557.0,568.0,25.8
1886,,F,626.0,235.0,246.0,258.0,272.0,
1887,FL,,546.0,250.0,258.0,,270.0,12.07692308
1888,KS,F,491.0,325.0,342.0,334.0,356.0,4.333333333
1889,,F,607.0,285.0,344.0,331.0,362.0,8.0
1890,CO,M,844.0,350.0,356.0,386.0,393.0,8.344827586
1891,NE,,275.0,192.0,252.0,286.0,338.0,10.0
1892,CA,M,956.0,190.0,,257.0,303.0,9.666666667
1893,CA,F,2653.0,418.0,417.0,448.0,,
1894,CA,F,788.0,71.0,119.0,116.0,155.0,8.2
1895,WA,M,1244.0,,423.0,450.0,459.0,15.0
1896,OR,F,407.0,186.0,220.0,232.0,271.0,
1897,TX,M,569.0,328.0,336.0,,359.0,7.333333333
1898,AR,M,855.0,257.0,267.0,,374.0,
1899,OR,M,619.0,372.0,394.0,409.0,423.0,
1900,MO,F,634.0,322.0,,355.0,406.0,15.33333333
1901,IN,M,397.0,297.0,340.0,317.0,,3.7
1902,AZ,M,742.0,395.0,399.0,421.0,441.0,
1903,NV,M,607.0,,397.0,393.0,431.0,7.666666667
1904,WI,M,2083.0,264.0,338.0,393.0,,
1905,GA,M,866.0,457.0,458.0,,506.0,10.0
1906,TX,,831.0,597.0,601.0,625.0,629.0,19.25
1907,CO,F,1782.0,537.0,704.0,,749.0,18.125
1908,WI,,804.0,426.0,445.0,,470.0,20.0
1909,FL,F,845.0,289.0,372.0,,436.0,9.9375
1910,AZ,F,1084.0,365.0,411.0,434.0,462.0,
1911,CA,,2941.0,677.0,804.0,712.0,819.0,11.66666667
1912,CA,M,1857.0,484.0,,526.0,531.0,20.0
1913,NC,,877.0,293.0,336.0,362.0,,10.22222222
1914,,F,1086.0,,433.0,457.0,502.0,9.375
1915,SC,F,1015.0,478.0,500.0,516.0,533.0,9.571428571
1916,CA,F,809.0,159.0,191.0,209.0,227.0,
1917,FL,F,902.0,,413.0,460.0,,
1918,IL,M,889.0,510.0,518.0,517.0,513.0,16.4
1919,CO,F,1309.0,,528.0,,606.0,
1920,TX,M,438.0,215.0,,240.0,267.0,6.125
1921,CA,M,2961.0,664.0,665.0,716.0,708.0,14.66666667
1922,MI,F,1101.0,515.0,560.0,554.0,624.0,7.9
1923,,F,704.0,471.0,494.0,481.0,,
1924,CA,M,1519.0,,381.0,406.0,429.0,10.22222222
1925,CA,,1465.0,,341.0,,519.0,10.70588235
1926,CA,M,2765.0,695.0,709.0,,753.0,8.833333333
1927,,F,384.0,139.0,203.0,212.0,271.0,3.659090909
1928,,F,754.0,351.0,377.0,402.0,435.0,9.8125
1929,SC,F,689.0,313.0,320.0,343.0,350.0,
1930,MS,F,403.0,197.0,,293.0,365.0,9.705882353
1931,WA,F,1734.0,353.0,405.0,396.0,430.0,16.42857143
1932,AZ,,850.0,309.0,371.0,,409.0,9.166666667
1933,CO,F,1174.0,460.0,550.0,525.0,603.0,5.444444444
1934,MN,,267.0,208.0,238.0,233.0,256.0,17.1
1935,OR,M,661.0,322.0,346.0,356.0,378.0,
1936,CA,F,1368.0,379.0,416.0,,528.0,5.551724138
1937,GA,M,1166.0,541.0,577.0,589.0,609.0,23.75
1938,FL,M,1385.0,404.0,464.0,495.0,545.0,15.8
1939,,,609.0,220.0,238.0,297.0,319.0,9.166666667
1940,WA,,634.0,,320.0,323.0,,6.583333333
1941,FL,F,550.0,,188.0,191.0,196.0,5.25
1942,TX,M,331.0,219.0,258.0,269.0,301.0,20.0
1943,WA,F,1373.0,379.0,539.0,445.0,529.0,7.75
1944,GA,M,916.0,338.0,419.0,383.0,480.0,
1945,SC,F,438.0,201.0,257.0,242.0,272.0,
1946,KY,,722.0,267.0,317.0,,399.0,4.852941177
1947,IL,F,2169.0,862.0,911.0,899.0,951.0,12.61538462
1948,TX,F,923.0,554.0,584.0,661.0,711.0,9.230769231
1949,NE,F,901.0,409.0,472.0,459.0,504.0,15.0
1950,CA,M,1345.0,,488.0,477.0,503.0,11.94444444
1951,LA,F,608.0,383.0,410.0,380.0,402.0,7.25
1952,OK,M,290.0,173.0,228.0,244.0,303.0,8.538461539
1953,,F,700.0,379.0,385.0,432.0,446.0,
1954,AL,F,486.0,237.0,283.0,281.0,315.0,6.6
1955,CA,F,621.0,250.0,266.0,275.0,307.0,10.16666667
1956,,M,1548.0,572.0,632.0,646.0,736.0,25.0
1957,CA,,1315.0,304.0,369.0,355.0,409.0,27.5
1958,MO,M,889.0,408.0,483.0,468.0,528.0,3.72
1959,GA,F,2152.0,,,501.0,738.0,11.1
1960,NV,M,1032.0,305.0,361.0,390.0,454.0,
1961,IL,F,1364.0,451.0,468.0,518.0,561.0,25.0
1962,FL,M,566.0,218.0,242.0,249.0,272.0,27.5
1963,OR,F,813.0,,368.0,,411.0,6.571428571
1964,LA,M,465.0,198.0,,260.0,292.0,4.833333333
1965,MI,F,943.0,406.0,502.0,453.0,515.0,
1966,NE,F,675.0,284.0,288.0,317.0,,20.46153846
1967,TX,M,733.0,452.0,453.0,496.0,503.0,9.0
1968,,F,1070.0,310.0,354.0,384.0,435.0,8.682926829
1969,CA,F,675.0,,520.0,438.0,589.0,22.66666667
1970,WI,,693.0,124.0,389.0,223.0,383.0,4.5
1971,FL,M,895.0,334.0,366.0,399.0,,11.84615385
1972,CA,F,1884.0,518.0,580.0,542.0,636.0,16.0
1973,,F,891.0,,429.0,440.0,,22.5
1974,CA,F,566.0,208.0,223.0,241.0,253.0,
1975,FL,M,1930.0,462.0,520.0,581.0,648.0,9.363636364
1976,CA,M,2170.0,412.0,421.0,461.0,500.0,38.66666667
1977,WA,,1801.0,533.0,601.0,570.0,630.0,6.0
1978,GA,M,553.0,279.0,307.0,324.0,362.0,8.0
1979,CA,F,2423.0,527.0,561.0,578.0,610.0,21.66666667
1980,IL,F,617.0,129.0,322.0,200.0,308.0,5.88
1981,IL,M,1209.0,,467.0,517.0,516.0,3.21875
1982,,F,150.0,218.0,252.0,244.0,290.0,5.833333333
1983,NC,F,562.0,373.0,375.0,,388.0,
1984,,F,1073.0,359.0,392.0,432.0,453.0,
1985,MI,M,895.0,465.0,465.0,560.0,551.0,
1986,FL,,772.0,312.0,338.0,349.0,376.0,7.166666667
1987,IN,M,404.0,256.0,351.0,289.0,363.0,6.189189189
1988,,F,1881.0,413.0,499.0,475.0,507.0,22.8
1989,NC,F,2989.0,,358.0,387.0,,5.1
1990,KY,M,318.0,149.0,163.0,192.0,207.0,4.409090909
1991,OK,M,466.0,222.0,260.0,263.0,306.0,7.615384615
1992,IL,F,852.0,364.0,393.0,408.0,,7.933333333
1993,,F,1398.0,150.0,213.0,223.0,272.0,122.1666667
1994,,F,818.0,473.0,520.0,514.0,,
1995,CA,M,2287.0,,615.0,630.0,652.0,20.0
1996,CA,F,883.0,322.0,351.0,,351.0,
1997,IL,F,1181.0,417.0,424.0,444.0,449.0,
1998,AL,F,554.0,296.0,316.0,,391.0,
1999,AR,F,490.0,229.0,271.0,275.0,310.0,
2000,TX,M,520.0,157.0,209.0,,266.0,5.195652174
2001,IL,F,512.0,,329.0,295.0,357.0,14.0
2002,CO,F,1175.0,517.0,,565.0,599.0,5.222222222
2003,CA,M,2103.0,333.0,306.0,385.0,368.0,25.0
2004,IL,M,1578.0,531.0,600.0,535.0,617.0,9.833333333
2005,NC,F,538.0,227.0,288.0,299.0,374.0,
2006,OK,,622.0,306.0,338.0,316.0,345.0,16.65384615
2007,CA,F,2208.0,313.0,334.0,393.0,411.0,11.5
2008,IL,F,698.0,,201.0,,293.0,
2009,MI,F,318.0,296.0,292.0,296.0,299.0,8.894736842
2010,SC,F,834.0,389.0,398.0,423.0,436.0,
2011,AZ,F,1568.0,493.0,,600.0,633.0,20.0
2012,OR,M,709.0,262.0,304.0,339.0,,11.25
2013,TX,F,735.0,418.0,571.0,461.0,553.0,15.0
2014,CA,M,2578.0,338.0,347.0,,430.0,13.18181818
2015,AL,F,875.0,138.0,213.0,188.0,213.0,
2016,OR,F,1373.0,518.0,534.0,,655.0,15.0
2017,CA,F,1292.0,266.0,355.0,436.0,498.0,
2018,WA,,759.0,263.0,,281.0,,14.7
2019,TX,F,621.0,314.0,315.0,378.0,383.0,
2020,NE,M,613.0,259.0,348.0,299.0,,7.076923077
2021,IL,F,350.0,283.0,333.0,286.0,350.0,10.0
2022,,M,326.0,,189.0,189.0,213.0,6.3
2023,CA,F,1724.0,455.0,462.0,492.0,539.0,8.647058824
2024,AZ,F,641.0,,289.0,,322.0,10.6
2025,CA,M,2546.0,364.0,,,462.0,7.764705882
2026,IL,F,397.0,287.0,,329.0,374.0,5.129032258
2027,CA,F,2953.0,247.0,307.0,303.0,384.0,
2028,,F,745.0,275.0,301.0,295.0,325.0,20.0
2029,CA,F,2172.0,,344.0,413.0,369.0,22.75
2030,IL,F,1081.0,474.0,484.0,489.0,495.0,7.941176471
2031,OR,F,409.0,220.0,275.0,275.0,297.0,13.0
2032,CA,,2632.0,517.0,572.0,571.0,618.0,6.6
2033,TX,M,1038.0,482.0,535.0,580.0,626.0,8.1
2034,IN,F,666.0,341.0,399.0,403.0,417.0,17.16666667
2035,FL,F,717.0,278.0,315.0,316.0,360.0,9.444444444
2036,WA,F,902.0,374.0,367.0,505.0,505.0,18.75
2037,NC,,436.0,160.0,206.0,214.0,258.0,15.0
2038,NE,,422.0,268.0,326.0,320.0,376.0,6.1875
2039,NM,M,1647.0,541.0,599.0,611.0,,7.388888889
2040,KS,F,431.0,222.0,261.0,264.0,284.0,5.805555556
2041,WA,M,876.0,337.0,353.0,403.0,439.0,20.0
2042,CA,M,1911.0,462.0,486.0,489.0,517.0,
2043,TX,,867.0,312.0,352.0,383.0,,
2044,CO,F,1956.0,768.0,,,874.0,18.0952381
2045,IL,M,1102.0,,469.0,457.0,,8.769230769
2046,OR,,908.0,389.0,,442.0,509.0,5.022222222
2047,FL,,577.0,245.0,257.0,279.0,300.0,
2048,,M,422.0,224.0,274.0,282.0,350.0,4.772727273
2049,FL,F,533.0,176.0,189.0,216.0,242.0,13.0
2050,WI,,417.0,261.0,309.0,262.0,,5.9375
2051,WA,F,747.0,373.0,380.0,409.0,421.0,10.0
2052,CA,F,1493.0,229.0,298.0,276.0,320.0,
2053,OK,F,325.0,,332.0,271.0,303.0,12.5
2054,GA,,475.0,248.0,263.0,,329.0,9.666666667
2055,CA,F,2291.0,353.0,407.0,402.0,,18.0
2056,SC,F,1082.0,369.0,454.0,432.0,515.0,13.0
2057,MI,M,1152.0,522.0,563.0,585.0,649.0,7.333333333
2058,OR,F,573.0,150.0,166.0,159.0,182.0,9.888888889
2059,MO,F,545.0,321.0,353.0,336.0,371.0,8.619047619
2060,CA,M,1951.0,366.0,385.0,,400.0,4.619047619
2061,TX,F,517.0,223.0,321.0,287.0,398.0,8.0
2062,CA,F,1161.0,197.0,289.0,,350.0,6.3
2063,WA,,1862.0,,548.0,575.0,593.0,8.583333333
2064,NC,F,1055.0,,312.0,355.0,396.0,7.9
2065,CA,M,1873.0,394.0,428.0,453.0,481.0,20.0
2066,MI,M,531.0,,342.0,351.0,384.0,8.083333333
2067,KS,F,857.0,340.0,481.0,399.0,510.0,20.0
2068,FL,F,431.0,,259.0,281.0,306.0,25.0
2069,CA,F,1580.0,503.0,490.0,515.0,483.0,9.0
2070,CA,M,2211.0,,584.0,625.0,639.0,
2071,NV,M,1167.0,497.0,503.0,547.0,,8.333333333
2072,IL,M,870.0,396.0,510.0,,,6.428571429
2073,CA,F,2346.0,,568.0,644.0,617.0,
2074,FL,M,852.0,426.0,438.0,455.0,485.0,19.30769231
2075,AR,F,472.0,225.0,250.0,290.0,336.0,9.52173913
2076,NV,,1009.0,367.0,391.0,393.0,417.0,23.0
2077,MN,M,887.0,533.0,544.0,597.0,652.0,15.0
2078,CO,F,477.0,265.0,305.0,309.0,359.0,15.0
2079,IL,M,915.0,524.0,547.0,573.0,,
2080,OR,F,478.0,213.0,243.0,230.0,264.0,7.25
2081,OK,F,236.0,203.0,250.0,,317.0,5.875
2082,OR,F,734.0,366.0,427.0,398.0,448.0,8.333333333
2083,NE,F,643.0,,384.0,396.0,472.0,6.25
2084,NM,F,690.0,328.0,,340.0,370.0,
2085,WA,F,1351.0,430.0,526.0,466.0,538.0,7.333333333
2086,,,496.0,345.0,373.0,337.0,378.0,3.222222222
2087,OR,F,469.0,285.0,300.0,288.0,311.0,9.393939394
2088,AZ,F,560.0,191.0,202.0,,317.0,13.66666667
2089,OK,F,476.0,200.0,235.0,277.0,296.0,
2090,CA,F,1577.0,364.0,377.0,422.0,,6.352941177
2091,AR,F,428.0,208.0,227.0,251.0,276.0,
2092,IL,M,1002.0,434.0,566.0,,,21.27027027
2093,FL,M,736.0,235.0,288.0,291.0,351.0,
2094,MN,F,784.0,389.0,,450.0,491.0,5.875
2095,CA,F,2982.0,609.0,660.0,,713.0,7.235294118
2096,AL,F,394.0,248.0,281.0,272.0,313.0,5.285714286
2097,TX,F,281.0,138.0,158.0,173.0,193.0,9.409090909
2098,CO,M,1175.0,517.0,568.0,565.0,,5.666666667
2099,IN,,413.0,283.0,324.0,320.0,372.0,6.4
2100,MO,F,985.0,492.0,568.0,595.0,680.0,
2101,MI,F,320.0,226.0,310.0,282.0,324.0,5.2
2102,CA,F,882.0,406.0,431.0,419.0,444.0,6.052631579
2103,OR,F,217.0,97.0,163.0,129.0,149.0,3.425925926
2104,IL,F,1833.0,594.0,642.0,668.0,706.0,17.0
2105,NM,,952.0,474.0,478.0,467.0,482.0,14.58823529
2106,CO,M,793.0,429.0,,447.0,,6.615384615
2107,CA,M,2763.0,465.0,,530.0,626.0,20.0
2108,CO,F,952.0,358.0,432.0,423.0,461.0,26.66666667
2109,CA,M,2158.0,576.0,,604.0,651.0,9.857142857
2110,MI,F,477.0,328.0,,386.0,446.0,
2111,CA,F,2235.0,441.0,459.0,,478.0,5.6
2112,AR,F,427.0,250.0,286.0,296.0,356.0,7.076923077
2113,IL,M,2000.0,760.0,773.0,727.0,759.0,35.0
2114,CA,,728.0,,,214.0,286.0,8.625
2115,,M,1345.0,372.0,436.0,,437.0,15.0
2116,TX,F,904.0,117.0,374.0,185.0,382.0,13.80555556
2117,OK,F,428.0,267.0,306.0,315.0,347.0,12.75
2118,MI,F,921.0,451.0,466.0,512.0,534.0,13.0
2119,IL,F,1349.0,411.0,428.0,465.0,488.0,21.16666667
2120,WI,F,338.0,149.0,145.0,,218.0,9.6875
2121,MO,,2941.0,,843.0,729.0,,13.55555556
2122,MN,F,973.0,468.0,514.0,506.0,542.0,11.4
2123,CO,M,779.0,260.0,258.0,318.0,328.0,8.888888889
2124,TX,M,762.0,439.0,475.0,,518.0,
2125,TX,M,591.0,292.0,339.0,333.0,377.0,13.38888889
2126,CA,F,2166.0,427.0,515.0,,559.0,14.33333333
2127,MI,F,951.0,411.0,548.0,483.0,,
2128,CA,F,945.0,275.0,324.0,317.0,347.0,13.33333333
2129,CA,,1408.0,390.0,469.0,432.0,508.0,3.285714286
2130,LA,M,554.0,241.0,281.0,288.0,316.0,10.375
2131,WI,F,789.0,,,465.0,472.0,17.5
2132,OR,F,415.0,205.0,,239.0,251.0,5.428571429
2133,,,818.0,,453.0,451.0,485.0,4.692307692
2134,MI,F,727.0,418.0,466.0,425.0,481.0,14.2
2135,CO,F,1070.0,271.0,388.0,330.0,394.0,13.57142857
2136,CA,M,2278.0,370.0,424.0,462.0,508.0,9.625
2137,FL,F,1145.0,498.0,516.0,536.0,561.0,12.22222222
2138,MI,F,486.0,293.0,309.0,324.0,343.0,8.294117647
2139,AL,M,349.0,161.0,192.0,195.0,231.0,14.0
2140,FL,F,756.0,305.0,321.0,,354.0,
2141,CA,F,2443.0,423.0,502.0,506.0,580.0,12.5
2142,NM,F,871.0,383.0,403.0,,386.0,13.66666667
2143,,F,280.0,164.0,213.0,208.0,233.0,8.731153846
2144,KS,,634.0,336.0,403.0,332.0,421.0,3.838709677
2145,,M,1314.0,363.0,379.0,376.0,398.0,17.5
2146,GA,F,646.0,279.0,359.0,371.0,452.0,7.703703704
2147,CA,M,2252.0,595.0,608.0,645.0,,15.0
2148,OR,M,597.0,214.0,239.0,252.0,280.0,57.5
2149,,F,657.0,264.0,290.0,308.0,332.0,10.61538462
2150,NM,M,782.0,222.0,294.0,,453.0,13.0
2151,OR,F,807.0,351.0,388.0,377.0,420.0,9.071428571
2152,CA,,1875.0,226.0,575.0,343.0,622.0,6.083333333
2153,CA,,2841.0,426.0,460.0,476.0,512.0,20.0
2154,NC,M,694.0,,291.0,296.0,,
2155,CA,F,2170.0,397.0,468.0,,542.0,10.8
2156,CO,F,755.0,163.0,233.0,230.0,335.0,7.0
2157,AR,F,662.0,292.0,,,377.0,10.4
2158,MI,M,350.0,147.0,352.0,224.0,348.0,15.0
2159,FL,F,800.0,168.0,227.0,,274.0,7.666666667
2160,MI,F,1186.0,496.0,537.0,513.0,571.0,7.6
2161,,F,1026.0,514.0,547.0,579.0,628.0,5.2
2162,MI,M,821.0,403.0,417.0,474.0,500.0,11.66666667
2163,NC,M,510.0,,413.0,303.0,401.0,20.16666667
2164,IL,M,587.0,,343.0,,,5.55
2165,NC,F,595.0,,346.0,330.0,381.0,14.18181818
2166,NE,F,1010.0,547.0,554.0,,618.0,15.0
2167,NC,M,915.0,327.0,461.0,387.0,512.0,10.54545455
2168,,M,868.0,357.0,382.0,382.0,397.0,3.592592593
2169,MO,M,472.0,157.0,167.0,203.0,225.0,6.208333333
2170,FL,F,1098.0,342.0,,428.0,544.0,3.117647059
2171,NE,F,396.0,259.0,290.0,288.0,319.0,9.428571429
2172,CA,M,1733.0,410.0,,412.0,442.0,
2173,IL,F,363.0,242.0,,302.0,297.0,23.0
2174,NC,F,444.0,265.0,282.0,322.0,,25.0
2175,FL,M,1165.0,373.0,363.0,,410.0,20.0
2176,MI,,640.0,319.0,,372.0,424.0,25.0
2177,SC,F,381.0,,354.0,319.0,381.0,
2178,MN,F,570.0,280.0,314.0,325.0,360.0,5.340909091
2179,,F,1099.0,366.0,363.0,391.0,404.0,4.833333333
2180,,F,444.0,136.0,,218.0,235.0,20.0
2181,,M,1076.0,438.0,552.0,425.0,535.0,
2182,FL,F,655.0,236.0,264.0,311.0,331.0,6.933333333
2183,CA,M,2182.0,555.0,561.0,559.0,569.0,19.0
2184,OR,F,584.0,262.0,332.0,346.0,386.0,7.421052632
2185,IL,F,854.0,452.0,,498.0,580.0,8.666666667
2186,MO,F,297.0,146.0,175.0,178.0,196.0,9.214285714
2187,IA,F,688.0,408.0,484.0,437.0,510.0,33.0
2188,MI,M,380.0,329.0,355.0,340.0,394.0,26.44444444
2189,AZ,F,547.0,,,283.0,306.0,17.09090909
2190,WI,,336.0,301.0,316.0,326.0,357.0,8.083333333
2191,IL,F,470.0,263.0,297.0,296.0,330.0,17.88888889
2192,MO,M,397.0,,244.0,246.0,284.0,15.0
2193,,F,1222.0,423.0,492.0,472.0,487.0,6.272727273
2194,WA,M,1489.0,413.0,397.0,481.0,477.0,
2195,OR,M,454.0,283.0,313.0,359.0,448.0,11.2
2196,,F,469.0,133.0,200.0,218.0,302.0,6.6
2197,CO,,1113.0,393.0,505.0,428.0,493.0,12.33333333
2198,CA,F,1254.0,420.0,411.0,455.0,438.0,4.285714286
2199,MO,F,397.0,203.0,244.0,246.0,284.0,8.5
2200,IL,F,521.0,216.0,243.0,,292.0,
2201,FL,F,686.0,169.0,,226.0,253.0,7.59375
2202,CO,,591.0,211.0,,249.0,,
2203,FL,F,822.0,,354.0,420.0,,9.75
2204,TX,F,365.0,147.0,,215.0,251.0,
2205,MN,F,833.0,381.0,414.0,396.0,,9.142857143
2206,MN,M,634.0,251.0,271.0,296.0,320.0,5.25
2207,MO,F,1182.0,359.0,430.0,386.0,453.0,19.43243243
2208,MS,M,336.0,196.0,,229.0,251.0,
2209,IN,M,450.0,330.0,344.0,,372.0,10.125
2210,TX,F,417.0,185.0,208.0,217.0,253.0,14.28571429
2211,,F,1033.0,246.0,256.0,260.0,267.0,12.625
2212,MO,F,720.0,,390.0,341.0,386.0,4.4
2213,,F,1537.0,495.0,509.0,528.0,544.0,8.375
2214,MN,F,435.0,181.0,232.0,,265.0,8.0
2215,TX,M,1362.0,,754.0,714.0,724.0,
2216,CA,F,1568.0,328.0,406.0,375.0,451.0,
2217,FL,,1631.0,682.0,649.0,820.0,831.0,10.0
2218,TX,M,1217.0,620.0,654.0,655.0,692.0,4.555555556
2219,IA,M,600.0,379.0,417.0,,399.0,6.333333333
2220,CA,F,1936.0,353.0,360.0,407.0,409.0,10.72727273
2221,CA,F,1215.0,296.0,319.0,,373.0,22.5625
2222,,F,1375.0,92.0,279.0,,,14.25
2223,IL,F,293.0,219.0,228.0,258.0,270.0,6.157894737
2224,WA,F,1053.0,298.0,343.0,319.0,366.0,10.71428571
2225,MN,M,866.0,375.0,423.0,483.0,573.0,14.5
2226,MO,,734.0,419.0,470.0,452.0,481.0,11.25
2227,NV,F,997.0,416.0,420.0,416.0,,11.22222222
2228,FL,F,1226.0,,416.0,410.0,464.0,4.444444444
2229,AL,M,511.0,,327.0,312.0,351.0,25.0
2230,CO,M,1209.0,471.0,496.0,524.0,557.0,12.5
2231,OK,,440.0,215.0,254.0,278.0,320.0,3.14893617
2232,WA,,940.0,335.0,408.0,404.0,471.0,16.0
2233,IA,M,363.0,250.0,269.0,360.0,390.0,5.863636364
2234,,M,1493.0,346.0,,416.0,475.0,10.75
2235,AZ,M,881.0,305.0,379.0,348.0,403.0,13.4
2236,CA,F,1310.0,327.0,,411.0,399.0,20.0
2237,CA,,2959.0,404.0,434.0,500.0,536.0,9.444444444
2238,NC,F,639.0,228.0,269.0,289.0,333.0,
2239,TX,M,379.0,179.0,236.0,230.0,278.0,10.5
2240,CA,M,2776.0,651.0,667.0,715.0,717.0,12.5
2241,WA,M,1113.0,206.0,213.0,252.0,271.0,20.0
2242,TX,F,583.0,224.0,220.0,253.0,262.0,11.25
2243,FL,M,680.0,181.0,,328.0,421.0,
2244,FL,F,1314.0,,453.0,413.0,493.0,11.19047619
2245,CO,M,684.0,190.0,218.0,225.0,251.0,12.33333333
2246,NC,F,499.0,260.0,289.0,291.0,324.0,9.25
2247,CA,F,724.0,158.0,213.0,226.0,277.0,5.057142857
2248,,F,659.0,272.0,,,347.0,
2249,NC,F,654.0,350.0,,333.0,362.0,4.285714286
2250,MI,F,549.0,367.0,,385.0,430.0,5.333333333
2251,,,1094.0,412.0,502.0,,604.0,
2252,CA,F,2339.0,416.0,,442.0,454.0,12.85714286
2253,CA,,1949.0,288.0,334.0,384.0,,36.8
2254,AZ,F,850.0,270.0,311.0,292.0,347.0,15.0
2255,IN,M,588.0,,353.0,360.0,387.0,9.5
2256,,F,956.0,422.0,469.0,476.0,516.0,9.75
2257,KY,M,1368.0,723.0,741.0,759.0,779.0,9.166666667
2258,AZ,F,830.0,250.0,260.0,278.0,296.0,52.0
2259,GA,M,896.0,441.0,512.0,505.0,569.0,
2260,TX,F,380.0,277.0,,325.0,349.0,
2261,IL,F,302.0,202.0,283.0,,,7.666666667
2262,CO,F,467.0,189.0,231.0,237.0,269.0,7.0
2263,CA,F,2145.0,474.0,492.0,522.0,554.0,11.57142857
2264,MI,F,404.0,180.0,212.0,231.0,257.0,8.4
2265,CA,M,2429.0,315.0,413.0,,456.0,8.75
2266,TX,F,2650.0,853.0,965.0,870.0,987.0,13.75
2267,IA,,595.0,362.0,436.0,437.0,560.0,7.0
2268,FL,,902.0,435.0,,481.0,508.0,10.0
2269,AZ,M,684.0,196.0,222.0,247.0,271.0,12.2
2270,FL,F,1305.0,511.0,650.0,605.0,705.0,7.583333333
2271,WI,F,1117.0,,,467.0,500.0,12.5
2272,FL,F,1701.0,355.0,493.0,486.0,615.0,10.68421053
2273,,F,834.0,343.0,,,379.0,14.0
2274,CA,,1553.0,215.0,238.0,295.0,318.0,5.863636364
2275,FL,,705.0,204.0,241.0,251.0,300.0,15.4
2276,TX,M,529.0,413.0,431.0,434.0,473.0,4.652173913
2277,AZ,F,838.0,,469.0,465.0,543.0,13.73913044
2278,IL,M,720.0,420.0,448.0,452.0,487.0,7.923076923
2279,SC,M,777.0,297.0,424.0,353.0,563.0,13.16666667
2280,KS,F,271.0,,236.0,242.0,289.0,9.866666667
